Word:redound cos:-0.13818
Word:diniyar cos:-0.11188
Word:clownfish cos:-0.31779
Word:endō cos:-0.35599
Word:monos cos:-0.43557
Word:1963-1968 cos:-0.33570
Word:2002-2004 cos:-0.11779
Word:rancheros cos:-0.43007
Word:983,000 cos:-0.33305
Word:career-ending cos:-0.14407
Word:bossard cos:-0.38483
Word:shelagh cos:-0.11649
Word:1911-1912 cos:-0.30412
Word:lounger cos:-0.17242
Word:sanyu cos:-0.33695
Word:sub-contracted cos:-0.25933
Word:waldenses cos:-0.41689
Word:92.71 cos:-0.47585
Word:pugni cos:-0.11744
Word:essanay cos:-0.17426
Word:fsd cos:-0.45262
Word:her2/neu cos:-0.33821
Word:affusion cos:-0.22203
Word:cellnet cos:-0.14621
Word:paterlini cos:-0.30283
Word:stanev cos:-0.31219
Word:postponing cos:0.01884
Word:sub-human cos:-0.32911
Word:slint cos:-0.30242
Word:cretans cos:-0.22232
Word:asheim cos:-0.26379
Word:rishis cos:0.02658
Word:soza cos:-0.43490
Word:hendaye cos:-0.17358
Word:suction cos:-0.02243
Word:agapanthus cos:-0.18887
Word:soroush cos:-0.27292
Word:obrony cos:-0.36559
Word:aa-1 cos:-0.16929
Word:ayoola cos:-0.44419
Word:oskars cos:-0.42153
Word:malen cos:-0.41803
Word:aroldo cos:-0.33110
Word:trypanosomes cos:-0.18798
Word:mansart cos:-0.12889
Word:ukrainization cos:-0.37552
Word:1966-1967 cos:-0.19996
Word:să cos:-0.35309
Word:upperclassman cos:-0.28839
Word:mozy cos:-0.44749
Word:moed cos:-0.29629
Word:dominionism cos:-0.25326
Word:arcing cos:-0.21942
Word:ginzler cos:-0.43216
Word:wimbledons cos:-0.01468
Word:kkb cos:-0.39686
Word:busiris cos:-0.22826
Word:movement cos:0.33949
Word:swoop cos:-0.06607
Word:l'action cos:-0.32166
Word:volksfront cos:-0.32752
Word:post-scarcity cos:-0.40121
Word:18,690 cos:-0.36801
Word:sndp cos:-0.20360
Word:mired cos:-0.00360
Word:ahca cos:-0.52531
Word:apocalyptic cos:0.08735
Word:fany cos:-0.34036
Word:cofo cos:-0.34604
Word:simonova cos:-0.54201
Word:veeru cos:-0.22196
Word:esq cos:-0.22263
Word:yamabushi cos:-0.18891
Word:,560 cos:-0.27738
Word:857,000 cos:-0.30609
Word:mcniven cos:-0.32205
Word:senbei cos:-0.29711
Word:wodan cos:-0.14234
Word:16-74 cos:-0.12481
Word:desus cos:-0.18397
Word:brainard cos:-0.42318
Word:misdiagnosis cos:-0.21376
Word:jatindra cos:-0.12071
Word:gsci cos:-0.23881
Word:dào cos:-0.29498
Word:aušra cos:-0.30351
Word:lbj cos:0.15159
Word:hydraulically cos:-0.12297
Word:auditioning cos:-0.07946
Word:canarypox cos:-0.35142
Word:protopunk cos:-0.22973
Word:calegari cos:-0.37600
Word:manok cos:-0.31162
Word:landsknecht cos:-0.28630
Word:lambertian cos:-0.55200
Word:fellers cos:-0.22507
Word:ubaldo cos:0.05928
Word:1925-1926 cos:-0.25063
Word:abiding cos:0.02853
Word:3/4cup cos:-0.42939
Word:tā cos:-0.37077
Word:2005-2009 cos:-0.25080
Word:sidles cos:-0.22555
Word:2005-2008 cos:-0.14817
Word:skycargo cos:-0.05448
Word:membrane-associated cos:-0.26479
Word:mishpat cos:-0.37378
Word:genuin cos:-0.26472
Word:5-for-20 cos:-0.46485
Word:romanichal cos:-0.21809
Word:enthrall cos:-0.18006
Word:l'chaim cos:-0.46300
Word:kiprich cos:-0.32481
Word:taiyi cos:-0.34349
Word:falsey cos:-0.19712
Word:1977-1995 cos:-0.07742
Word:shevaun cos:-0.20127
Word:escalating cos:0.12613
Word:dyoung cos:-0.14057
Word:fedossova cos:-0.29405
Word:platzeck cos:0.05093
Word:cludwig cos:-0.19827
Word:rossica cos:-0.34126
Word:by-product cos:-0.10970
Word:buendía cos:-0.15522
Word:adalet cos:-0.27699
Word:ashba cos:-0.18763
Word:spired cos:-0.09257
Word:caistor cos:-0.17438
Word:menzer cos:-0.13249
Word:polack cos:-0.18770
Word:racey cos:-0.29427
Word:nonstructural cos:-0.30349
Word:elinor cos:-0.11549
Word:non-verbal cos:-0.13536
Word:sporophytes cos:-0.46163
Word:bikers cos:-0.10541
Word:kassian cos:-0.50131
Word:caca cos:-0.50230
Word:haying cos:-0.22441
Word:aydemir cos:-0.36694
Word:d'ancona cos:-0.33317
Word:godfrey cos:0.44912
Word:pribumi cos:-0.27708
Word:finsler cos:-0.34366
Word:opportunities_new cos:0.08769
Word:diagnosable cos:-0.24372
Word:soupe cos:-0.40906
Word:stigmatizing cos:-0.20791
Word:duchaussoy cos:-0.37895
Word:auctor cos:-0.34750
Word:heisted cos:-0.30655
Word:yuliana cos:-0.31513
Word:abbasabad-e cos:-0.27323
Word:terrorvision cos:-0.44487
Word:supertitles cos:-0.07100
Word:gandolfini cos:0.01533
Word:bicker cos:-0.13349
Word:tropicalis cos:-0.15854
Word:wls-fm cos:-0.43738
Word:purnama cos:-0.36904
Word:bitterling cos:-0.53330
Word:reval cos:-0.10495
Word:hohst cos:0.17163
Word:tupu cos:-0.36352
Word:smilers cos:-0.39445
Word:1968-1970 cos:-0.28843
Word:fēng cos:-0.26591
Word:khan cos:0.54734
Word:asoc cos:-0.33722
Word:morenos cos:-0.47094
Word:o.e. cos:-0.31683
Word:waterlogged cos:-0.14223
Word:seminarium cos:-0.41379
Word:kilgen cos:0.05428
Word:forestalls cos:-0.39197
Word:alcover cos:-0.27980
Word:gorostiza cos:-0.30220
Word:popinjay cos:-0.30155
Word:kilvert cos:-0.04774
Word:projectionist cos:-0.08985
Word:piailug cos:-0.13775
Word:nua cos:-0.52120
Word:icaf cos:-0.28344
Word:deliverability cos:-0.17435
Word:high-handed cos:-0.22223
Word:makabayan cos:-0.24981
Word:pneumonia cos:0.21351
Word:804,000 cos:-0.50578
Word:1942-1945 cos:0.00530
Word:pegg cos:-0.11513
Word:w.a. cos:-0.08763
Word:rechsteiner cos:-0.33823
Word:alaixys cos:-0.37381
Word:sentiments cos:0.16942
Word:resume cos:0.24789
Word:50,001 cos:0.00319
Word:briarcliff cos:0.03563
Word:half-breeds cos:-0.24076
Word:materialised cos:-0.03681
Word:mimpi cos:-0.33354
Word:shaw cos:0.42044
Word:2009-2011 cos:-0.17172
Word:nedam cos:-0.39628
Word:sp-1 cos:-0.48532
Word:sanford cos:0.17093
Word:kotte cos:0.30573
Word:fervor cos:0.14971
Word:neuroanatomist cos:-0.33847
Word:refractories cos:-0.32327
Word:vacillate cos:-0.10865
Word:italianization cos:-0.04746
Word:galettes cos:-0.52944
Word:turks cos:0.42543
Word:ddo cos:-0.37632
Word:santero cos:-0.30920
Word:sir cos:0.68245
Word:edgaras cos:-0.32954
Word:kcho cos:-0.36278
Word:chedid cos:-0.15425
Word:shoreham cos:0.02022
Word:18,000-foot cos:-0.40253
Word:esotropia cos:-0.31535
Word:gya cos:-0.29603
Word:17-piece cos:-0.24338
Word:rajkumari cos:-0.20420
Word:sarg cos:-0.27239
Word:opining cos:-0.34620
Word:tollin cos:-0.34307
Word:intec cos:-0.30454
Word:frafjord cos:-0.24752
Word:sabellius cos:-0.23724
Word:fera cos:-0.24694
Word:tisch cos:0.15790
Word:eim cos:-0.36404
Word:chunma cos:-0.19776
Word:sulamith cos:-0.49114
Word:kasilof cos:-0.28256
Word:schinus cos:-0.36474
Word:kouk cos:-0.26779
Word:sgd$ cos:-0.48264
Word:hyperoliidae cos:0.08545
Word:fhe cos:-0.31527
Word:þ cos:-0.11551
Word:turanian cos:-0.18730
Word:graphologists cos:-0.45381
Word:clathrate cos:-0.24800
Word:nombres cos:-0.42543
Word:riigikogu cos:0.02439
Word:kalderash cos:-0.36599
Word:geonic cos:-0.35243
Word:benderglobe.com cos:-0.26490
Word:hathurusinghe cos:-0.18020
Word:miggins cos:-0.25377
Word:andréa cos:-0.39950
Word:delisting cos:-0.20862
Word:ursi cos:-0.42262
Word:vaast cos:-0.21023
Word:sems cos:-0.29657
Word:longlasting cos:-0.46564
Word:rukingama cos:-0.27782
Word:qasimi cos:0.04094
Word:takamatsu cos:0.12978
Word:jbs cos:-0.05636
Word:72-63 cos:-0.42429
Word:berte cos:-0.29335
Word:2.01-meter cos:-0.17254
Word:clinician cos:-0.11623
Word:arizonica cos:-0.42915
Word:thur. cos:-0.13967
Word:kuumba cos:-0.31332
Word:dehumanising cos:-0.37998
Word:odair cos:-0.28289
Word:tanu cos:-0.19633
Word:mistrusting cos:-0.42198
Word:gobert cos:-0.29878
Word:tailbone cos:-0.05644
Word:proprioception cos:-0.22762
Word:pierrothito cos:-0.25826
Word:homans cos:-0.36306
Word:sambandham cos:-0.37603
Word:cá cos:-0.36581
Word:linesmen_gerard cos:-0.29520
Word:beweging cos:-0.31648
Word:grunhard cos:-0.29684
Word:j.f.k. cos:-0.18326
Word:nationalistic cos:0.06572
Word:oratorian cos:-0.30154
Word:delay cos:0.30057
Word:fueling cos:-0.01697
Word:whenua cos:-0.20298
Word:states. cos:-0.29657
Word:voght cos:-0.39486
Word:hoesch cos:-0.13611
Word:prajñā cos:-0.24283
Word:competencia cos:-0.29064
Word:halted cos:0.14132
Word:narozhilenko cos:-0.24767
Word:cuestion cos:-0.35585
Word:averting cos:-0.11962
Word:rúnar cos:-0.43034
Word:122.70 cos:-0.24771
Word:süreyya cos:-0.29272
Word:pasquinelli cos:-0.41579
Word:laru cos:-0.35710
Word:arsames cos:0.00098
Word:churchy cos:-0.34013
Word:colesberry cos:-0.19677
Word:shirar cos:-0.29067
Word:shilpi cos:-0.30417
Word:deterioration cos:0.00469
Word:danlos cos:-0.14368
Word:fussell cos:-0.11065
Word:pedagogically cos:-0.34815
Word:rm15 cos:-0.14624
Word:radiotelevizija cos:-0.36372
Word:necker cos:-0.03409
Word:imparted cos:-0.03620
Word:referees_terry cos:-0.04426
Word:logsdon cos:-0.14727
Word:1.95-meter cos:-0.16025
Word:laclau cos:-0.29098
Word:pinkas cos:-0.23470
Word:spin cos:0.25654
Word:krysztof cos:-0.26673
Word:lavatories cos:-0.28601
Word:caiga cos:-0.29399
Word:bristling cos:-0.19891
Word:retardation cos:-0.09709
Word:smil cos:-0.40326
Word:6-feet-2 cos:-0.33613
Word:wilco cos:-0.09836
Word:merrells cos:-0.26928
Word:vlahović cos:-0.52813
Word:orginally cos:-0.14516
Word:lhalu cos:-0.30751
Word:ptu cos:-0.29580
Word:greenshank cos:-0.27129
Word:tipica cos:-0.36204
Word:archerfish cos:-0.40542
Word:marrons cos:-0.48978
Word:wsh cos:-0.28655
Word:loomed cos:0.07592
Word:heindl cos:-0.44492
Word:elizaga cos:-0.36455
Word:diwans cos:-0.12989
Word:marq cos:-0.42402
Word:raftopoulos cos:-0.40472
Word:föreningen cos:-0.24915
Word:wodaabe cos:-0.33864
Word:self-belief cos:-0.37256
Word:gits cos:-0.21564
Word:avanzada cos:-0.29893
Word:fgw cos:-0.14671
Word:grubman cos:-0.02525
Word:footspeed cos:-0.30834
Word:tipa cos:-0.48423
Word:mandlate cos:-0.29915
Word:earthbound cos:-0.33721
Word:spinsters cos:-0.32402
Word:dicer cos:-0.21540
Word:hidup cos:-0.40720
Word:idas cos:-0.35608
Word:leck cos:-0.26077
Word:kontinen cos:-0.13494
Word:jaret cos:-0.07814
Word:destine cos:-0.24372
Word:sarts cos:-0.37541
Word:melonie cos:-0.39055
Word:fonzi cos:-0.42948
Word:myasthenia cos:-0.08818
Word:horine cos:-0.16795
Word:firday cos:-0.43457
Word:1,000-ton cos:-0.28160
Word:seraphine cos:-0.33496
Word:scriptor cos:-0.40013
Word:ghati cos:-0.28352
Word:mobster cos:0.12233
Word:dalys cos:-0.32356
Word:pinprick cos:-0.24845
Word:kalitta cos:-0.12711
Word:dbb cos:-0.39893
Word:starcatchers cos:-0.23303
Word:girabola cos:-0.43761
Word:élise cos:-0.35769
Word:,460 cos:-0.39390
Word:2-3-2 cos:-0.33914
Word:china-burma-india cos:-0.11094
Word:eurythmy cos:-0.42704
Word:chacarera cos:-0.42560
Word:noblewomen cos:-0.10419
Word:anahit cos:-0.15892
Word:congolais cos:-0.33906
Word:petrotrin cos:-0.21401
Word:hooverphonic cos:-0.24993
Word:dibbell cos:-0.27239
Word:nationalising cos:-0.25277
Word:ppip cos:-0.38575
Word:gadret cos:-0.05088
Word:peligroso cos:-0.41029
Word:quotidien cos:-0.02359
Word:supremacy cos:0.33738
Word:,650 cos:-0.24915
Word:potage cos:-0.33608
Word:shmatko cos:-0.21351
Word:yajnas cos:-0.16671
Word:tatami cos:-0.04137
Word:bālā cos:0.19176
Word:galeano cos:-0.20744
Word:uniques cos:-0.54611
Word:1,369.70 cos:-0.20226
Word:mallesons cos:0.11746
Word:post-graduates cos:-0.52831
Word:chén cos:-0.12776
Word:mafiosos cos:-0.37645
Word:qardaha cos:-0.17707
Word:americom cos:-0.22358
Word:filevault cos:-0.31954
Word:bambusa cos:-0.36777
Word:arlecchino cos:-0.22394
Word:eichhornia cos:-0.12796
Word:al-saadi cos:-0.16277
Word:habana cos:-0.12340
Word:schemed cos:-0.10440
Word:tqm cos:-0.37203
Word:до cos:-0.34689
Word:krupinski cos:-0.31727
Word:lajla cos:-0.27219
Word:rakugo cos:-0.26068
Word:13:29 cos:-0.29393
Word:jerrell cos:-0.42572
Word:batalion cos:-0.25842
Word:advincula cos:-0.35413
Word:hindus cos:0.35920
Word:limonium cos:-0.23352
Word:rignall cos:-0.28875
Word:lacresha cos:-0.23466
Word:javerbaum cos:-0.25957
Word:expeditors cos:-0.38590
Word:desparate cos:-0.33640
Word:oryctolagus cos:-0.16148
Word:hachiro cos:-0.39053
Word:synesthetic cos:-0.21189
Word:herba cos:-0.34642
Word:landsmen cos:-0.42769
Word:world-view cos:-0.21919
Word:non-profit-making cos:-0.43042
Word:councilmen cos:-0.12357
Word:phosphorylated cos:-0.06599
Word:dominie cos:-0.36598
Word:108.47 cos:-0.22430
Word:ebook cos:-0.16305
Word:chani cos:-0.08447
Word:allum cos:-0.38466
Word:returned cos:0.58643
Word:anacamptis cos:-0.30658
Word:hobbled cos:-0.15016
Word:atractaspis cos:-0.38542
Word:romanis cos:-0.35339
Word:ncai cos:-0.26533
Word:jeanes cos:-0.37396
Word:imrt cos:-0.32597
Word:atala cos:-0.21352
Word:gianandrea cos:-0.49767
Word:sanj cos:-0.08845
Word:hamlaoui cos:-0.23997
Word:inspections cos:0.01263
Word:poundage cos:-0.17033
Word:vidocq cos:-0.24973
Word:marchetti cos:-0.02976
Word:hasanabad-e cos:-0.07889
Word:beatha cos:-0.33200
Word:songsters cos:-0.36797
Word:96.91 cos:-0.23407
Word:citation cos:0.13928
Word:secundaria cos:-0.41108
Word:horndog cos:-0.35800
Word:mizukami cos:-0.56616
Word:spooked cos:-0.05729
Word:malaitan cos:-0.23705
Word:elderberries cos:-0.50831
Word:tumo cos:-0.33628
Word:painless cos:-0.10305
Word:2003-2007 cos:0.02434
Word:naproxen cos:0.11557
Word:ladinos cos:-0.40710
Word:nadejda cos:-0.26564
Word:slendro cos:-0.39833
Word:monarchic cos:0.06891
Word:shiying cos:-0.41141
Word:sajak cos:-0.19981
Word:makua cos:-0.39272
Word:christianity cos:0.43190
Word:2850 cos:-0.39884
Word:nandha cos:-0.42783
Word:poythress cos:-0.33925
Word:dyscalculia cos:-0.48597
Word:sibs cos:-0.46647
Word:ppu cos:-0.24399
Word:gellei cos:-0.16720
Word:michdan cos:-0.25003
Word:pakeha cos:-0.04682
Word:lipunan cos:-0.21875
Word:hedgers cos:-0.40513
Word:vortigaunts cos:-0.46423
Word:camassia cos:-0.42171
Word:emissive cos:-0.32705
Word:effusions cos:-0.08409
Word:,195 cos:-0.15871
Word:kedra cos:-0.03083
Word:calvinus cos:-0.37240
Word:manikya cos:0.04631
Word:cerp cos:-0.27854
Word:kizito cos:-0.08150
Word:simulation-based cos:-0.46934
Word:cnam cos:-0.30472
Word:devotions cos:0.06868
Word:leavened cos:0.04391
Word:etp cos:-0.33002
Word:postponement cos:0.23422
Word:appling cos:-0.17556
Word:fraught cos:-0.05792
Word:biens cos:-0.38445
Word:trower cos:-0.13103
Word:erykah cos:0.05461
Word:smok cos:-0.25476
Word:poing cos:-0.25543
Word:cross-boundary cos:-0.34820
Word:emptive cos:0.10262
Word:brask cos:-0.43154
Word:bundesanstalt cos:-0.47728
Word:2,1 cos:-0.36534
Word:duralumin cos:-0.31053
Word:rerunning cos:-0.40892
Word:rumors cos:0.29023
Word:arthur cos:0.60100
Word:tibbi cos:-0.40502
Word:godinho cos:-0.38470
Word:gorgona cos:-0.22541
Word:nypl cos:-0.18730
Word:prestia cos:-0.23926
Word:npos cos:-0.45143
Word:oratory cos:0.14379
Word:stalemate cos:0.03182
Word:projectors cos:-0.16404
Word:piñeiro cos:-0.37391
Word:comparsa cos:-0.25482
Word:survivals cos:-0.26978
Word:flashfloods cos:-0.26790
Word:widya cos:-0.36326
Word:rdo cos:-0.08679
Word:lipshitz cos:-0.43386
Word:95.32 cos:-0.38323
Word:prosvita cos:-0.39994
Word:countermove cos:-0.36753
Word:jawans cos:-0.11894
Word:avos cos:-0.37392
Word:gattai cos:-0.37136
Word:tourtellotte cos:-0.30766
Word:naach cos:-0.38908
Word:non-operative cos:-0.37224
Word:bsm cos:-0.48458
Word:troubling cos:-0.01051
Word:laryngitis cos:0.04243
Word:mitsou cos:-0.41525
Word:53-meter cos:-0.23505
Word:anjaneya cos:0.11972
Word:kropotkin cos:-0.05303
Word:winterhalter cos:-0.19297
Word:klasik cos:-0.31169
Word:araiza cos:-0.38995
Word:225.0 cos:-0.32288
Word:spach cos:-0.24702
Word:alben cos:-0.10399
Word:actaea cos:-0.43396
Word:boudria cos:-0.06833
Word:bego cos:-0.11057
Word:salw cos:-0.20013
Word:deputize cos:-0.29248
Word:negotiations cos:0.24673
Word:vengo cos:-0.36652
Word:anaplastic cos:-0.18082
Word:untag cos:-0.20125
Word:monks cos:0.41527
Word:pelycosaurs cos:-0.23849
Word:polyphase cos:-0.34017
Word:azuela cos:-0.34617
Word:pizzaro cos:-0.32177
Word:1962-1966 cos:-0.24383
Word:geordan cos:0.05325
Word:filter-feed cos:0.03919
Word:afk cos:-0.42103
Word:casters cos:-0.15504
Word:lexmark cos:-0.11354
Word:11:24 cos:-0.28678
Word:seguí cos:-0.47427
Word:www.quicken.com cos:-0.20838
Word:moneyers cos:-0.24622
Word:investigador cos:-0.50170
Word:tomasa cos:-0.40429
Word:gençlik cos:-0.31091
Word:milliwatt cos:-0.27798
Word:yasemin cos:-0.41791
Word:meteorites cos:-0.16613
Word:coevolution cos:-0.28363
Word:exhaustion cos:0.08794
Word:woozy cos:-0.14237
Word:rekord cos:-0.05350
Word:housemates cos:0.08664
Word:statt cos:-0.25990
Word:yosh cos:-0.34876
Word:njm cos:-0.33191
Word:praetoria cos:-0.23481
Word:0755 cos:-0.19327
Word:lacunae cos:0.01508
Word:d-12 cos:-0.48489
Word:hullah cos:-0.31644
Word:bracci cos:-0.28006
Word:lard cos:-0.03006
Word:parthenium cos:-0.34264
Word:ipmi cos:-0.37530
Word:adventism cos:-0.25698
Word:tvo cos:-0.36801
Word:dancevic cos:-0.08344
Word:meteorite cos:-0.10835
Word:icoast cos:-0.13093
Word:delon cos:-0.00684
Word:quadrillions cos:-0.18649
Word:karan cos:0.11646
Word:38-23 cos:-0.29848
Word:manolin cos:-0.36544
Word:quarrel cos:0.33015
Word:stave cos:0.09335
Word:ls2 cos:-0.31791
Word:actress/singer cos:-0.24074
Word:musker cos:-0.26395
Word:figga cos:-0.34484
Word:deviated cos:-0.09858
Word:torbjørn cos:-0.32678
Word:jejomar cos:-0.08891
Word:1997-2000 cos:-0.18326
Word:1863-1864 cos:-0.23883
Word:16,924 cos:-0.27491
Word:pressman cos:-0.00505
Word:encountering cos:0.10573
Word:1985-1986 cos:-0.25407
Word:gerő cos:-0.30067
Word:gamester cos:-0.33279
Word:من cos:-0.29473
Word:në cos:-0.18824
Word:bonos cos:-0.41451
Word:hicap cos:-0.45682
Word:aftrs cos:-0.29728
Word:kust cos:-0.42215
Word:cs1 cos:-0.42696
Word:grillparzer cos:-0.14137
Word:1960-1961 cos:-0.24129
Word:curzon cos:0.27792
Word:iii/iv cos:-0.32726
Word:treacherous cos:0.01695
Word:paralyzer cos:-0.41364
Word:tatasciore cos:-0.24015
Word:mu'awiyah cos:0.02072
Word:plax cos:-0.34399
Word:epact cos:-0.32476
Word:50,900 cos:-0.31567
Word:alyosha cos:-0.22817
Word:parn cos:-0.20995
Word:arzoo cos:-0.24916
Word:ac-47 cos:-0.17611
Word:pepperidge cos:-0.20911
Word:kmd cos:-0.55425
Word:polman cos:-0.11372
Word:papadopulos cos:-0.26123
Word:tref cos:-0.29292
Word:baad cos:-0.08271
Word:relegations cos:0.00405
Word:bancks cos:-0.12202
Word:dears cos:-0.24605
Word:tacticians cos:-0.28288
Word:tomasko cos:-0.41889
Word:84.03 cos:-0.27636
Word:relased cos:-0.35491
Word:2-down cos:-0.27412
Word:danneels cos:-0.16319
Word:tulipifera cos:-0.01084
Word:otterson cos:-0.13982
Word:jcp cos:0.02353
Word:1.3-meter cos:-0.33051
Word:xc90 cos:-0.15785
Word:lepeltier cos:-0.39772
Word:dragi cos:-0.31080
Word:toffs cos:-0.34718
Word:30,200 cos:-0.46958
Word:nyfd cos:-0.54099
Word:klöden cos:-0.25580
Word:20/30 cos:-0.48570
Word:enide cos:-0.43884
Word:glanfield cos:-0.06103
Word:arrowroot cos:-0.31927
Word:maneuver cos:0.05547
Word:itzcoatl cos:-0.07163
Word:,910 cos:-0.26650
Word:francophiles cos:-0.22157
Word:mustafic cos:-0.39048
Word:ffynnon cos:-0.44324
Word:twenty-one-year-old cos:-0.37316
Word:dombi cos:-0.35026
Word:breeches cos:-0.16515
Word:freguesias cos:-0.14043
Word:achs cos:-0.32113
Word:collantes cos:-0.39487
Word:antúnez cos:-0.21342
Word:jamaicensis cos:-0.06652
Word:τὸ cos:-0.30524
Word:laca cos:-0.34738
Word:gouge cos:-0.19525
Word:cavanilles cos:-0.25892
Word:p4p cos:-0.50506
Word:puva cos:-0.28343
Word:2001-2010 cos:-0.12922
Word:contador cos:-0.04082
Word:isabelo cos:-0.40737
Word:shallah cos:0.13597
Word:marranos cos:-0.09139
Word:reverses cos:0.10510
Word:unconsummated cos:-0.05222
Word:0-2-0 cos:-0.30238
Word:selima cos:-0.10139
Word:pro-market cos:-0.48797
Word:uswachoke cos:-0.36090
Word:ikenberry cos:-0.18772
Word:ex-students cos:-0.19913
Word:highweight cos:-0.26683
Word:curanderos cos:-0.35367
Word:dilettantes cos:-0.38860
Word:gerundive cos:-0.35154
Word:anixter cos:-0.33582
Word:yrc cos:-0.34486
Word:monee cos:-0.41303
Word:antioqueno cos:-0.54308
Word:copil cos:-0.14871
Word:after-sales cos:-0.16470
Word:asca cos:-0.36929
Word:democrática cos:-0.15346
Word:loredana cos:-0.26293
Word:kontakt cos:-0.36789
Word:outset cos:0.19450
Word:aice cos:-0.27146
Word:summed cos:0.06643
Word:persky cos:-0.27848
Word:putatively cos:-0.29578
Word:razorlight cos:-0.24999
Word:shipboard cos:-0.12906
Word:indígenas cos:-0.29105
Word:jean-daniel cos:-0.44305
Word:kafirs cos:-0.14657
Word:artifices cos:-0.34857
Word:carbon-14 cos:-0.15315
Word:banthoon cos:-0.32410
Word:imaginar cos:-0.35025
Word:96.13 cos:-0.19348
Word:tangata cos:-0.28090
Word:wencai cos:-0.26791
Word:15,200 cos:-0.40884
Word:awasthi cos:-0.29083
Word:loas cos:-0.34904
Word:cavo cos:-0.35927
Word:combustibility cos:-0.41722
Word:huaiyi cos:-0.13867
Word:brgf cos:-0.30799
Word:jianghu cos:-0.27311
Word:haitan cos:-0.23670
Word:janissaries cos:0.16622
Word:reichsmarks cos:-0.10808
Word:metalloproteinases cos:-0.19311
Word:dilfer cos:0.03363
Word:palaestra cos:-0.32634
Word:mayerik cos:-0.34418
Word:pasillas cos:-0.19612
Word:1.91-meter cos:-0.34521
Word:vader cos:0.37591
Word:avert cos:0.13194
Word:mhr cos:-0.39636
Word:eastcote cos:-0.21917
Word:priuli cos:-0.33355
Word:blueshirts cos:-0.07986
Word:norteño cos:-0.11614
Word:,040 cos:-0.31255
Word:aetas cos:-0.31131
Word:grimaud cos:-0.25324
Word:mavridis cos:-0.52839
Word:pwn cos:-0.18249
Word:zhī cos:-0.24519
Word:soured cos:0.09178
Word:fibreboard cos:-0.32859
Word:gourdes cos:-0.10011
Word:jord cos:-0.38351
Word:dài cos:-0.29939
Word:orbón cos:-0.25758
Word:psnb cos:-0.27439
Word:dávalos cos:-0.38701
Word:sexuals cos:-0.36234
