Word:awakens cos:0.31939
Word:deaccessioning cos:-0.27306
Word:saucony cos:-0.02041
Word:undergarment cos:0.03087
Word:vidisha cos:-0.34340
Word:hillsgrove cos:-0.25600
Word:gagen cos:-0.24121
Word:dvf cos:-0.01929
Word:wartski cos:-0.27951
Word:damask cos:0.06098
Word:nikorn cos:-0.26090
Word:dafni cos:-0.34353
Word:vax/vms cos:-0.32042
Word:hellerau cos:-0.17107
Word:ruud cos:-0.08355
Word:mariani cos:-0.07622
Word:lochbuie cos:-0.13771
Word:schmadel cos:-0.33526
Word:vouch cos:-0.09738
Word:durfee cos:-0.22830
Word:hvidovre cos:-0.00030
Word:revillon cos:-0.24483
Word:gaspée cos:-0.04883
Word:haldenstein cos:0.15821
Word:hans-dieter cos:-0.05617
Word:sculpturing cos:-0.11682
Word:dph cos:-0.16373
Word:haapala cos:-0.11457
Word:saral cos:-0.25533
Word:spermatheca cos:-0.09020
Word:reprographic cos:-0.25122
Word:inter-departmental cos:-0.30898
Word:biomolecular cos:-0.27076
Word:walcot cos:-0.30109
Word:ephrata cos:-0.20565
Word:kızılcahamam cos:-0.24858
Word:talx cos:-0.26135
Word:sevres cos:-0.09984
Word:briercliffe cos:-0.39631
Word:bouwer cos:-0.28261
Word:paperweight cos:0.09934
Word:gilmerton cos:-0.31647
Word:jijel cos:-0.14607
Word:razon cos:-0.12647
Word:27,900 cos:-0.22522
Word:buddhadeb cos:-0.22485
Word:poi cos:0.45461
Word:capricornus cos:-0.05150
Word:ringmasters cos:-0.05764
Word:birgitta cos:-0.17486
Word:sandycove cos:-0.24104
Word:non-party cos:-0.20830
Word:calipers cos:-0.07843
Word:janai cos:-0.16952
Word:toyko cos:-0.26411
Word:intertype cos:-0.34045
Word:florodora cos:-0.01770
Word:bradbourne cos:-0.27959
Word:nug cos:-0.05545
Word:profundities cos:-0.23543
Word:tauberbischofsheim cos:-0.31925
Word:’‘ cos:-0.16035
Word:dsv cos:-0.10791
Word:1991-99 cos:-0.10927
Word:winchendon cos:-0.06159
Word:mayerling cos:0.07841
Word:tibetology cos:-0.08982
Word:uninsured cos:0.03470
Word:crazylegs cos:-0.04267
Word:one-time cos:0.15589
Word:afgoye cos:-0.30929
Word:1.5420 cos:-0.24093
Word:chondritic cos:-0.15420
Word:somogy cos:-0.06645
Word:spectravision cos:-0.07423
Word:same-named cos:-0.02964
Word:grifters cos:0.15115
Word:behlen cos:-0.35239
Word:fobos-grunt cos:-0.23444
Word:werker cos:-0.44100
Word:sarasin cos:-0.19019
Word:sumaysim cos:-0.19205
Word:laurentide cos:-0.27467
Word:20-bed cos:-0.04911
Word:comecon cos:-0.40456
Word:chakravorty cos:0.02037
Word:solutes cos:-0.09165
Word:duvet cos:0.00963
Word:clearview cos:-0.28119
Word:mid-1991 cos:-0.39372
Word:hauer cos:0.05720
Word:rostering cos:-0.20937
Word:malgoire cos:-0.20046
Word:sudsy cos:-0.03821
Word:claymont cos:-0.12739
Word:156.9 cos:-0.32601
Word:allocations cos:-0.12405
Word:perella cos:-0.12559
Word:resurreccion cos:-0.31419
Word:mekuria cos:-0.29573
Word:installation cos:0.07847
Word:sturdier cos:0.03824
Word:sfcg cos:-0.16379
Word:didinga cos:-0.17872
Word:erb cos:-0.11404
Word:fpf cos:0.04933
Word:flowerbeds cos:-0.19799
Word:weichselian cos:-0.12679
Word:emulate cos:0.16983
Word:availabilities cos:-0.32865
Word:veggie cos:0.39460
Word:arpino cos:-0.29188
Word:neuroinformatics cos:-0.31772
Word:voragine cos:-0.02996
Word:aspendale cos:-0.24587
Word:tke cos:-0.23380
Word:zyed cos:-0.46511
Word:marioni cos:-0.02559
Word:plowright cos:-0.10428
Word:bodyworks cos:-0.08150
Word:junri cos:-0.35447
Word:flybys cos:-0.14795
Word:payola cos:0.10630
Word:flails cos:-0.07582
Word:curriculum cos:0.03477
Word:kennametal cos:-0.19846
Word:diksmuide cos:-0.28600
Word:yekhanurov cos:-0.21057
Word:brockway cos:-0.13009
Word:jahandar cos:-0.40774
Word:gudur cos:-0.24038
Word:cabs cos:0.19899
Word:dalet cos:-0.16454
Word:bhaji cos:0.02124
Word:bethelehem cos:-0.33896
Word:estyle.com cos:-0.12763
Word:7.8-percent cos:-0.17658
Word:ranks cos:0.11784
Word:l-410 cos:0.08949
Word:puttered cos:-0.09912
Word:hand-loom cos:-0.07425
Word:tekari cos:-0.22035
Word:heeter cos:-0.40654
Word:stonemasonry cos:-0.36346
Word:drapery cos:0.02044
Word:nabj cos:-0.17428
Word:yellow-tailed cos:0.17179
Word:dentils cos:-0.32208
Word:eastend cos:-0.23578
Word:arewa cos:-0.09138
Word:nonspeaking cos:-0.15115
Word:necking cos:0.08159
Word:fuzeon cos:-0.13487
Word:copi cos:-0.38169
Word:upgrading cos:-0.14983
Word:flensing cos:-0.07985
Word:non-alignment cos:-0.34939
Word:swerves cos:0.02754
Word:cit. cos:-0.27880
Word:488th cos:-0.26071
Word:vertes cos:-0.34864
Word:ripert cos:-0.22482
Word:heliocheilus cos:-0.02744
Word:tceq cos:-0.15426
Word:helmut cos:-0.17581
Word:1967-1972 cos:-0.07366
Word:westra cos:-0.34099
Word:tominaga cos:-0.06848
Word:redoing cos:-0.09847
Word:7/5 cos:-0.01543
Word:57kg cos:0.07175
Word:http://www.cancer.org cos:0.09057
Word:mgt cos:-0.22394
Word:snowfields cos:-0.21677
Word:chophouse cos:-0.14657
Word:piringer cos:-0.15493
Word:nicomachean cos:0.07830
Word:sambat cos:-0.09542
Word:bachauer cos:-0.04929
Word:masami cos:0.02552
Word:knoedler cos:-0.24068
Word:histology cos:0.12422
Word:roundwood cos:-0.24044
Word:iwasaki cos:-0.01361
Word:anatel cos:-0.20542
Word:bettis cos:-0.10028
Word:1892-93 cos:-0.31747
Word:wynnstay cos:-0.21097
Word:unmih cos:-0.22129
Word:bloomie cos:-0.21309
Word:shinkai cos:-0.27255
Word:savonarola cos:0.09574
Word:stogie cos:0.13959
Word:hidebound cos:-0.08053
Word:nkf cos:-0.00584
Word:thermoplastics cos:-0.13958
Word:kalifornia cos:-0.13683
Word:earlville cos:-0.38373
Word:anzaldúa cos:-0.09603
Word:ruching cos:-0.19737
Word:norio cos:-0.11749
Word:unog cos:-0.37731
Word:rimrock cos:-0.17348
Word:consolidations cos:-0.08001
Word:yale cos:0.10553
Word:như cos:-0.10903
Word:-2.7 cos:-0.25250
Word:sankhya cos:-0.19146
Word:mythago cos:-0.05319
Word:anjana cos:-0.04024
Word:tati cos:-0.10254
Word:caldron cos:-0.12013
Word:petri cos:0.22157
Word:launde cos:-0.27334
Word:kaiser-frazer cos:-0.18608
Word:stanborough cos:-0.24818
Word:waiting cos:0.39393
Word:taaramae cos:-0.18340
Word:brms cos:-0.21431
Word:6500 cos:-0.19535
Word:arthurson cos:-0.15132
Word:klarwein cos:-0.13525
Word:jiuzhou cos:-0.17895
Word:ccia cos:-0.00057
Word:appendage cos:0.17243
Word:akai cos:0.07827
Word:frantic cos:0.18938
Word:qissa cos:-0.12779
Word:loretto cos:-0.11334
Word:etireno cos:0.10592
Word:winkelried cos:-0.14884
Word:dharamsala cos:-0.05139
Word:cumae cos:-0.17132
Word:lavezzi cos:0.03311
Word:autumns cos:-0.09770
Word:annery cos:-0.32535
Word:walpurgisnacht cos:-0.12789
Word:break-in cos:-0.15423
Word:wgt cos:-0.08293
Word:stembridge cos:-0.48729
Word:atack cos:0.06500
Word:star-news cos:-0.14790
Word:fryxell cos:-0.25697
Word:nikolaikirche cos:-0.27425
Word:unpopped cos:-0.02331
Word:suji cos:-0.17738
Word:lebuh cos:-0.14298
Word:widdecombe cos:-0.01662
Word:max-planck-institut cos:0.02124
Word:calahan cos:-0.48726
Word:swivels cos:0.07354
Word:viramgam cos:-0.43960
Word:hueppi cos:-0.27114
Word:flatware cos:-0.13636
Word:mehfil cos:0.05311
Word:lolls cos:-0.09176
Word:macs cos:0.24109
Word:nautanki cos:0.07298
Word:zaveri cos:-0.15434
Word:eru cos:0.07380
Word:hursley cos:0.04642
Word:croson cos:-0.31312
Word:6,675 cos:-0.40236
Word:shadowboxing cos:-0.00964
Word:rasmussen cos:-0.00635
Word:oligopolies cos:-0.28234
Word:rahkamo cos:-0.13213
Word:dhamma cos:0.01545
Word:whyatt cos:-0.44684
Word:ecclesiological cos:-0.20849
Word:dido cos:0.12381
Word:corporatized cos:-0.16938
Word:dowiyogo cos:-0.24232
Word:117-109 cos:-0.26572
Word:medievalism cos:-0.22402
Word:1-3/4 cos:-0.16471
Word:pharr cos:-0.36102
Word:lacquerware cos:-0.04956
Word:resita cos:-0.18192
Word:isea cos:-0.27692
Word:chrb cos:-0.09772
Word:cascaded cos:0.07411
Word:oil-related cos:-0.48147
Word:headbanging cos:-0.19677
Word:sinology cos:-0.14744
Word:parah cos:-0.16287
Word:sugartime cos:-0.09245
Word:opeongo cos:-0.10702
Word:mtuc cos:-0.04425
Word:niemela cos:-0.29783
Word:tapiola cos:-0.03867
Word:flishman cos:-0.20845
Word:chillington cos:-0.27602
Word:ferndown cos:-0.23853
Word:tannersville cos:-0.19674
Word:mailed cos:0.18624
Word:euro-mediterranean cos:-0.26719
Word:schreckengost cos:-0.39063
Word:vacuumed cos:0.04386
Word:bucharest cos:-0.18150
Word:peplum cos:0.02980
Word:righthander cos:0.12445
Word:merion cos:0.06893
Word:1990-98 cos:-0.27851
Word:leafletting cos:-0.30997
Word:hartung cos:-0.18009
Word:frolics cos:0.07250
Word:sissako cos:-0.19395
Word:luchs cos:-0.23903
Word:lenarduzzi cos:-0.10258
Word:zagorje cos:-0.03167
Word:eradicate cos:0.25650
Word:goulbourn cos:-0.34554
Word:beetlejuice cos:0.18670
Word:landberg cos:-0.36288
Word:sunjet cos:-0.28534
Word:teleflex cos:-0.20125
Word:4,265 cos:-0.12209
Word:serah cos:-0.18100
Word:checks cos:0.20913
Word:efficiently cos:0.07326
Word:photophone cos:-0.15213
Word:flügge cos:-0.17562
Word:7/2 cos:0.00549
Word:woertman cos:-0.29151
Word:struthers cos:0.09890
Word:2gether cos:-0.08614
Word:arao cos:-0.31310
Word:gnade cos:-0.22391
Word:anterior-posterior cos:-0.20953
Word:yengema cos:-0.31940
Word:nagori cos:-0.18564
Word:vistahermosa cos:-0.40392
Word:rotberg cos:-0.38168
Word:speck cos:0.30761
Word:trylon cos:-0.37534
Word:troms cos:-0.18048
Word:airflow cos:-0.03931
Word:prive cos:-0.19213
Word:7021 cos:-0.07450
Word:church-sponsored cos:-0.17353
Word:vaccuum cos:-0.14320
Word:redbuds cos:-0.28816
Word:ftth cos:-0.21052
Word:lahnstein cos:-0.16696
Word:orma cos:-0.15936
Word:indosiar cos:-0.20263
Word:batten cos:0.13764
Word:moroney cos:-0.14554
Word:rushbrooke cos:-0.52247
Word:apprendi cos:-0.03597
Word:1867-1868 cos:-0.45101
Word:tiznow cos:0.32426
Word:850th cos:-0.26732
Word:martensitic cos:-0.23894
Word:alei cos:-0.12595
Word:wunderland cos:-0.13388
Word:u-14 cos:0.08631
Word:aberdovey cos:-0.24044
Word:camaldoli cos:-0.38117
Word:volatiles cos:-0.09359
Word:bowlus cos:0.02903
Word:subways cos:0.05275
Word:crampons cos:0.02426
Word:woolhampton cos:-0.21578
Word:3-d cos:0.34869
Word:lasva cos:-0.21200
Word:magaluf cos:-0.15956
Word:racialization cos:-0.31319
Word:smarth cos:-0.29781
Word:pavements cos:-0.10609
Word:clot cos:0.25191
Word:precast cos:-0.33279
Word:skoog cos:-0.10961
Word:pólvora cos:-0.03125
Word:mutek cos:-0.25590
Word:galop cos:0.00009
Word:shenlong cos:-0.12700
Word:suwayrah cos:-0.07466
Word:museumplein cos:-0.29740
Word:slitting cos:0.13203
Word:thalman cos:-0.29753
Word:compressed-air cos:-0.13880
Word:loca cos:0.18927
Word:brownes cos:-0.21040
Word:9.7 cos:-0.00113
Word:farooqia cos:-0.18893
Word:spafax cos:-0.13294
Word:pieties cos:-0.07075
Word:shimmies cos:-0.00588
Word:shewan cos:-0.30060
Word:hotsprings cos:-0.21405
Word:dietetic cos:0.08924
Word:100-300 cos:-0.29281
Word:toffee cos:0.15508
Word:btf cos:-0.13612
Word:minetta cos:-0.11186
Word:correlative cos:-0.22023
Word:piscitelli cos:-0.10366
Word:kinleith cos:-0.11375
Word:adaminaby cos:-0.13021
Word:phthisis cos:-0.12794
Word:sockburn cos:-0.01068
Word:masatoshi cos:-0.15871
Word:.413 cos:-0.30781
Word:kaida cos:-0.08656
Word:1983-1990 cos:-0.26078
Word:ejc cos:-0.32561
Word:1984-1988 cos:-0.22220
Word:madhuban cos:-0.21124
Word:sordida cos:-0.03712
Word:greases cos:-0.15554
Word:rethymnon cos:-0.24259
Word:6,120 cos:-0.34940
Word:abiogenic cos:-0.20168
Word:granulated cos:-0.11053
Word:gashed cos:-0.03425
Word:http://www.pge.com cos:0.03228
Word:ftca cos:-0.18771
Word:detroiter cos:0.00123
Word:superbug cos:0.28779
Word:zenovich cos:-0.09064
Word:doke cos:-0.13389
Word:aval cos:-0.09625
Word:sandweiss cos:-0.32382
Word:dunlevy cos:-0.21298
Word:megiddo cos:-0.09930
Word:artscape cos:-0.04977
Word:alleyways cos:-0.03434
Word:floorboard cos:-0.00701
Word:hydrometer cos:-0.00720
Word:soapdish cos:-0.11253
Word:alassane cos:-0.20725
Word:sub-sea cos:-0.31749
Word:mazzeh cos:-0.36143
Word:pilsner cos:-0.03925
Word:1989-1991 cos:-0.18283
Word:zaibatsu cos:-0.07757
Word:rw97 cos:-0.49772
Word:fintry cos:-0.35470
Word:flyaway cos:0.05006
Word:mcphilemy cos:0.01489
Word:klei cos:-0.21178
Word:half-buried cos:-0.12235
Word:kagay cos:-0.27801
Word:charasyab cos:-0.30407
Word:r.h. cos:-0.16859
Word:stihl cos:-0.12448
Word:niijima cos:-0.21308
Word:ussr cos:-0.10416
Word:wynkoop cos:-0.14399
Word:cutlery cos:-0.01435
Word:mattachine cos:-0.03461
Word:sazerac cos:0.03954
Word:cafi cos:-0.19446
Word:kisangani cos:-0.17889
Word:opernhaus cos:0.02790
Word:meave cos:-0.18233
Word:estampa cos:-0.03944
Word:gumbinnen cos:-0.26847
Word:prora cos:-0.27000
Word:raindance cos:0.09446
Word:hypermodern cos:-0.21987
Word:then-future cos:-0.29833
Word:carisma cos:-0.26673
Word:maaten cos:-0.22784
Word:1980-1983 cos:-0.23663
Word:yeronga cos:-0.27949
Word:teen-oriented cos:-0.01646
Word:ioa cos:0.00903
Word:kambanda cos:-0.15238
Word:dsg cos:-0.06514
Word:spago cos:0.09352
Word:venaria cos:-0.38038
Word:abberley cos:-0.36086
Word:chiqui cos:-0.20249
Word:1.4495 cos:-0.17370
Word:bumped cos:0.28837
Word:whaler cos:0.26057
Word:marienlyst cos:-0.23230
Word:djurgardens cos:-0.02189
Word:bressler cos:-0.45485
Word:novosti cos:-0.11132
Word:siggins cos:-0.14194
Word:monlam cos:-0.04856
Word:funambules cos:-0.25530
Word:221-207 cos:-0.20198
Word:extravehicular cos:0.03344
Word:suzane cos:-0.14821
Word:westonzoyland cos:-0.28972
Word:pattadakal cos:-0.28711
Word:thomaskirche cos:-0.30945
Word:gizella cos:-0.42713
Word:squats cos:0.14453
Word:greysteel cos:-0.16010
Word:9/7 cos:-0.04563
Word:gemmata cos:-0.11839
Word:lellouche cos:-0.16789
Word:flood-control cos:-0.22059
Word:wheatfields cos:-0.30368
Word:tsukuba cos:-0.06107
Word:cannula cos:0.13741
Word:constructing cos:-0.05994
Word:shamgar cos:-0.05712
Word:shuttlecocks cos:0.05932
Word:eadington cos:-0.07282
Word:0304 cos:-0.13938
Word:avlona cos:-0.32568
Word:schneller cos:-0.13161
Word:bridgwater cos:-0.13264
Word:expensively cos:0.00973
Word:quain cos:-0.23224
Word:7,625 cos:-0.38194
Word:rajmahal cos:-0.13167
Word:client/server cos:-0.16267
Word:xlri cos:-0.29884
Word:citifinancial cos:-0.22623
Word:bullecourt cos:-0.11360
Word:anthroposophy cos:-0.32623
Word:usg cos:-0.31164
Word:bctv cos:0.06053
Word:krater cos:-0.08446
Word:diefenderfer cos:-0.33086
Word:cobweb cos:0.13741
Word:laneway cos:-0.06181
Word:blastobasis cos:0.01923
Word:whittall cos:0.13923
Word:achern cos:-0.22489
Word:foxvideo cos:-0.10101
Word:halvah cos:-0.24773
Word:sabmiller cos:-0.04085
Word:buses cos:0.15698
Word:kehres cos:-0.33486
Word:heretaunga cos:-0.05323
Word:s20 cos:-0.11667
Word:qidwa cos:-0.17196
Word:nencini cos:-0.16113
Word:msha cos:-0.19541
Word:mooncake cos:0.22749
Word:prorodeo cos:-0.26868
Word:butterflied cos:0.18907
Word:odeo cos:-0.41741
Word:sub-basement cos:-0.28845
Word:rodenbach cos:-0.32761
Word:voltage-dependent cos:-0.11339
Word:doughboys cos:-0.11449
Word:sde cos:-0.20138
Word:klute cos:0.02852
Word:furik cos:-0.27395
Word:ombres cos:-0.14913
Word:jawoc cos:-0.06134
Word:cudgels cos:-0.08245
Word:upswept cos:0.02516
Word:mid-pacific cos:-0.04709
Word:mindwipe cos:-0.24657
Word:naturhistorisches cos:-0.26376
Word:esthetics cos:-0.09675
Word:25-state cos:-0.03063
Word:shem cos:0.09183
Word:polshek cos:-0.22156
Word:wansink cos:0.08870
Word:fujian cos:0.14791
Word:monozygotic cos:-0.06056
Word:dampened cos:-0.04937
Word:throstle cos:0.03552
Word:candour cos:-0.27299
Word:vilks cos:0.12337
Word:4-14 cos:-0.12069
Word:solid-propellant cos:-0.15596
Word:multipotent cos:0.14067
Word:1.4-litre cos:-0.12232
Word:manding cos:-0.24110
Word:sugihara cos:-0.16312
Word:jenoptik cos:-0.27091
Word:edinho cos:-0.02645
Word:safy cos:-0.29536
Word:decauville cos:-0.23800
Word:shipments cos:0.03133
Word:eldercare cos:-0.29539
Word:driller cos:0.06360
Word:heeres cos:-0.17478
Word:microseconds cos:-0.03429
Word:thousand-year cos:-0.04455
Word:cobol cos:-0.01953
Word:viceroyalties cos:-0.34021
Word:barter cos:-0.02996
Word:sinclair cos:0.17833
Word:calta cos:-0.40002
Word:voluminous cos:-0.04772
Word:timlin cos:0.07687
Word:asu cos:-0.00816
Word:o. cos:0.00145
Word:ceratopsid cos:0.18412
Word:wrightson cos:-0.11314
Word:2-34 cos:-0.07208
Word:non-government cos:-0.12450
Word:jeram cos:-0.35678
Word:education-related cos:-0.44425
Word:sops cos:-0.12481
Word:fallow cos:0.08971
Word:bouët cos:-0.42229
Word:vandalizing cos:-0.20662
Word:dwarika cos:-0.17078
Word:połukard cos:-0.23152
Word:denotational cos:-0.16027
Word:apiata cos:-0.30249
Word:slocumb cos:0.08214
Word:pyrotechnics cos:0.13432
Word:french-english cos:-0.11391
Word:euro459 cos:-0.23685
Word:gestation cos:0.11883
Word:kojak cos:0.22078
Word:late-victorian cos:-0.28392
Word:aykroyd cos:0.18664
Word:theropod cos:0.31187
Word:fauteux cos:-0.25926
Word:euro437 cos:-0.33575
Word:wart cos:0.37966
Word:enki cos:-0.08993
Word:j. cos:0.11237
Word:funs cos:-0.23212
Word:civil-rights cos:-0.30244
Word:smelts cos:-0.07081
Word:ninlil cos:-0.06804
Word:majere cos:-0.24095
Word:a-g cos:-0.22319
Word:17.69 cos:-0.26227
Word:molasses cos:0.16132
Word:samhitas cos:-0.27312
Word:df cos:-0.05140
Word:sonntagsblick cos:0.03468
Word:smyrnis cos:-0.10352
Word:torvalds cos:0.02826
Word:franklin cos:0.09169
Word:mares cos:0.19864
Word:sixteenth-century cos:-0.10091
Word:boothbay cos:-0.13868
Word:hedging cos:0.04930
Word:honeck cos:-0.20831
Word:haverton cos:-0.27544
Word:amerine cos:-0.33941
Word:1-30 cos:-0.13123
Word:mendola cos:-0.32945
Word:arisman cos:-0.00439
Word:liouville cos:-0.14873
Word:whitehill cos:0.31806
Word:hypermarkets cos:-0.06782
Word:emml cos:-0.28413
Word:kade cos:-0.14786
Word:almaz cos:-0.21003
Word:mastroeni cos:-0.04221
Word:howland cos:0.18587
Word:sps cos:-0.20026
Word:ghassemlou cos:-0.33975
Word:springtime cos:0.18687
Word:ucla cos:0.09219
Word:ofo cos:-0.23848
Word:yugra cos:-0.25762
Word:wig cos:0.39265
Word:euro501 cos:-0.25132
Word:odom cos:-0.06803
Word:spanier cos:-0.40562
Word:newsmedia cos:-0.26460
Word:bailey cos:0.36154
Word:freund cos:-0.15964
Word:hand-held cos:0.27481
Word:hydrogenases cos:-0.24326
Word:etch cos:0.19932
Word:philologists cos:-0.26404
Word:engell cos:-0.44236
Word:text-books cos:-0.31552
Word:agvs cos:-0.21033
Word:monica cos:0.11390
Word:duramax cos:-0.06408
Word:6-thomas cos:-0.27528
Word:chantix cos:-0.19568
Word:nails cos:0.29943
Word:restitution cos:-0.13927
Word:slott cos:-0.21417
Word:notational cos:-0.17295
Word:commer cos:-0.01216
Word:nasdaq100 cos:-0.14043
Word:spates cos:-0.14383
Word:rhinitis cos:0.23621
Word:freytag cos:-0.29509
Word:martijn cos:-0.12758
Word:yahrzeit cos:-0.07997
Word:merino cos:0.22258
Word:authenticated cos:-0.03225
Word:nops cos:-0.09222
Word:nomenclatures cos:-0.27177
Word:7-foot cos:0.13665
Word:blaster cos:0.28285
Word:britannias cos:-0.23660
Word:pretties cos:0.07323
Word:altercations cos:-0.18650
Word:ringers cos:0.29087
Word:liqueurs cos:0.02880
Word:nonmedical cos:-0.12489
Word:liebmann cos:-0.24324
Word:caribs cos:0.02985
Word:heugel cos:-0.25549
Word:6-foot cos:0.20587
Word:edwin cos:0.02897
Word:semisoft cos:-0.00491
Word:kindlmann cos:-0.27064
Word:schmalensee cos:-0.15178
Word:formulae cos:-0.04177
Word:253.3 cos:-0.18980
Word:echocardiogram cos:0.06481
Word:eckler cos:-0.33813
Word:makeups cos:-0.14628
Word:disclaiming cos:-0.30442
Word:daffodils cos:0.16954
Word:mckelvey cos:-0.08975
Word:concetti cos:-0.27945
Word:guaranties cos:-0.36678
Word:31,800 cos:-0.37788
Word:watters cos:0.04057
Word:railbuses cos:-0.10016
Word:exoteric cos:0.03451
Word:safflower cos:-0.22098
Word:sumiala cos:-0.18102
Word:grubb cos:-0.07352
Word:carcass cos:0.50425
Word:adcs cos:-0.41110
Word:e.d. cos:-0.12355
Word:missillier cos:-0.29666
Word:hominid cos:0.27420
Word:velzy cos:-0.12640
Word:4:3 cos:0.14361
Word:15:00 cos:-0.10670
Word:gcobani cos:0.01612
Word:basca cos:-0.18646
Word:yarwood cos:-0.09653
Word:swirl cos:0.17309
Word:philandering cos:0.14446
Word:tiliwaldi cos:-0.21929
Word:1985-95 cos:-0.29705
Word:1980-90 cos:-0.33656
Word:rerecorded cos:0.10569
Word:leonhard cos:-0.15956
Word:consumer-level cos:-0.20063
Word:modot cos:-0.41914
Word:crocus cos:0.11284
Word:issaias cos:-0.15564
Word:eda cos:0.02884
Word:84.10 cos:-0.23686
Word:janmashtami cos:0.05790
Word:casework cos:-0.09139
Word:mouse cos:0.77317
Word:packaged cos:0.31041
Word:lessors cos:-0.13475
Word:6-foot-7 cos:-0.10929
Word:marianelli cos:-0.24798
Word:45000 cos:-0.37627
Word:wbns-tv cos:-0.38442
Word:meldrim cos:-0.09470
Word:beehive cos:0.23346
Word:2k10 cos:-0.16148
Word:swarns cos:-0.22725
Word:troy cos:0.19215
Word:al-assad cos:-0.37811
Word:tarpley cos:-0.12441
Word:biersch cos:-0.26013
Word:posner cos:-0.19305
Word:insurrectionary cos:-0.25161
Word:plaster cos:0.19324
Word:eulogizing cos:-0.22170
Word:malamutes cos:-0.07445
Word:ekadasi cos:0.09659
Word:trawlermen cos:-0.14960
Word:euro248 cos:-0.17626
Word:longoria cos:0.14127
Word:boydell cos:-0.06395
Word:non-national cos:-0.15094
Word:larsens cos:-0.34357
Word:aprs cos:-0.20823
Word:estudios cos:-0.17468
Word:elshafay cos:-0.35724
Word:repellent cos:0.51384
Word:nasmyth cos:-0.31056
Word:antle cos:-0.36755
Word:eigler cos:-0.23736
Word:kysela cos:-0.40954
Word:bible-based cos:-0.30923
Word:oscilloscopes cos:-0.17573
Word:honeymoons cos:-0.08305
Word:stir cos:0.19097
Word:startext cos:-0.13152
Word:edgar cos:0.09018
Word:intersectionality cos:-0.21271
Word:post-1948 cos:-0.21135
Word:craftiness cos:-0.22472
Word:howe cos:0.19717
Word:f-35b cos:-0.01046
Word:arrondissement cos:-0.04953
Word:spices cos:0.20379
Word:rogal cos:-0.29031
Word:r12 cos:-0.18476
Word:mediums cos:0.10440
